address_hierarchy_entry_idEPTS,name EPTS,level_idEPTS,parent_idEPTS,user_generated_idEPTS,latitudeEPTS,longitudeEPTS,elevationEPTS,uuidEPTS,address_hierarchy_entry_id,name,level_id,parent_id,user_generated_id,latitude,longitude,elevation,uuid
1228,Chiuta,3,1169,,,,,56360e32-739f-44ac-a846-e4dcc26f0061,,Chiuta,,,,,,,08cd499b-a64a-4745-b478-e08c359707a8
1228,Chiuta,3,1169,,,,,56360e32-739f-44ac-a846-e4dcc26f0061,,Chiuta,,,,,,,08cd499b-a64a-4745-b478-e08c359707a8
1229,Kazula,4,1228,,,,,abd7ce10-30c0-4436-a193-5fb8a73281c3,,Kazula,,,,,,,6c426a66-d0af-4f59-ba79-437efee3f865
1230,Kazula-sede,5,1229,,,,,80808547-45ae-43a9-8a9c-69382cc2e1f9,,Kazula-Sede,,,,,,,b153f5de-49fb-4df6-9ca4-db5838011a78
1231,Chipiri,5,1229,,,,,18abaffc-bbd1-4c0e-a003-1e987c635ce7,,Chipiri,,,,,,,1ae52b49-013d-48ef-87f7-66de4e0c90dc
1232,Matenje,5,1229,,,,,98c49691-c932-4744-8e64-aef76b064435,,Matenje,,,,,,,a2910c8e-eb3f-4b8f-8fb6-b25d66fedc64
1233,Muchena,5,1229,,,,,5295b098-49a0-4cc6-80d7-89607da4b444,,#N/A,,,,,,,#N/A
1234,Manje,4,1228,,,,,b131f0ee-cdff-4c6b-8dd3-7ffacbccf3f2,,Manje,,,,,,,b3301f45-e46d-43c4-a799-3f31d8871da8
1235,Manje-sede,5,1234,,,,,5141ba19-c8f8-4b6b-9074-c3140b943a79,,Manje-Sede,,,,,,,ac60c3a7-d704-47cc-af17-514bd525182a
1236,Caunda,5,1234,,,,,3aec8a8e-88dd-4b51-b6eb-1817ef6e1fd7,,#N/A,,,,,,,#N/A
1237,Lumadzi,5,1234,,,,,ff25b4ed-0501-4d07-b395-05b42d0085c9,,#N/A,,,,,,,#N/A
1238,Nfigo,5,1234,,,,,c7ba8c31-0c53-43fa-8f76-3d7ca2a1c3d5,,Nfigo,,,,,,,668e153d-607d-4b57-b946-32c25708197c
1239,Macanga,3,1169,,,,,563b7e6f-282e-4d22-b22e-506b2db85552,,Macanga,,,,,,,f5fcd169-7b38-4dff-9e3c-eb5291372b17
1240,Furancungo,4,1239,,,,,2d99fc7b-f9fb-4091-9734-aa75d3f0d039,,Furancungo,,,,,,,08159490-507f-46cd-a252-fdb5cfa08ae6
1241,Furancungo-sede,5,1240,,,,,df00af00-7abb-46ac-a857-4f78caa38df5,,Furancungo-Sede,,,,,,,1fe83e9c-5eff-4375-8c96-7f1062829a7f
1242,Kassumpe,5,1240,,,,,429570fd-960b-4a00-859e-55145cb30926,,#N/A,,,,,,,#N/A
1243,Gandale,5,1240,,,,,fbcdf8d8-cf08-42f1-87f1-d7e4988d19f8,,#N/A,,,,,,,#N/A
1244,Nhamadende,5,1240,,,,,8273cc18-8e6c-4fed-a5c3-9f3d5994d567,,#N/A,,,,,,,#N/A
1245,Chidzolomondo,4,1239,,,,,5f4468f3-2d85-4aca-83df-86d8089d63bd,,Chidzolomondo,,,,,,,ae405a4d-0213-492e-9ba0-d15dfe6089f5
1245,Chidzolomondo,4,1239,,,,,5f4468f3-2d85-4aca-83df-86d8089d63bd,,Chidzolomondo,,,,,,,ae405a4d-0213-492e-9ba0-d15dfe6089f5
